VideoID,Title,VideoDescription,PublishedDate,Likes,Disliked,Views,Comment
aS0PIcesepA,Nieporadnik: Jak przeżyć podróż? ✈,"Twórzmy razem! Obejmij mnie patronatem: https://patronite.pl/globstory
Chodź na FB: https://www.facebook.com/globstory/
Chodź na Instagrama: @globstory
Centrum dowodzenia: http://globstory.pl/

Strona Kampani: http://medycynanakrancachswiata.com
Polecam, bo dużo tam treści merytorycznej na prawie każdy temat związany z bezpieczeństwem w podróży.

Ważne! Sprostowanio-sprecyzowanie!
Zażywanie antybiotyków na własną rękę - bez konsultacji z lekarzem - jest bardzo złym pomysłem. Lekarze, z którymi rozmawiałam podkreślają, że chodzi o sytuacje, kiedy jesteście w miejscu NAPRAWDĘ oddalonym od szpitali, w wyjątkowych sytuacjach! Np. zakażona rana, na wyspie, od której dzieli nas 3 dni drogi od miasta...
Ponadto mówiąc ""Antybiotyki na grypę"" popełniłam błąd, bo grypa to choroba wirusowa, a antybiotyki bierze się w przypadku zakażeń bakteryjnych. Grypą nazywam potocznie sobie każdą chorobę, która kładzie mnie do łóżka. Niefortunny skrót myślowy - wybaczcie :/",2018-04-01T13:45:22Z,4689,63,104203,338
QL7SVGe4wCg,✈ Jak Polacy zmienili przyszłość człowieka na końcu świata,"Czytanie jest sexy.... :-) PRZECZYTAJ OPIS!  ⤵


Film dedykuję wszystkim osobom, które zaoferowały swoją pomoc dla Pana Pov. W finansowej i niefinansowej formie  ❤

❤ Odwiedź Pana Pov:
https://www.facebook.com/pg/Bamboo-House-Mrpov-567801613609176/posts/?ref=page_internal

-----------

Chodź na FB: https://www.facebook.com/globstory/
Chodź na Instagrama: @globstory
Centrum dowodzenia: http://globstory.pl/

-----------

Vlog nakręciłam:
 ✔ Lumix GH5
 ✔ Panasonic Leica 100-400 mm
 ✔ Zuiko 45 mm
 ✔ Zuiko 14-40 2,8f PRO
 ✔ DJI Mavic PRO


❤ Dziękuję Patronom za sfinansowanie drona. Bez Was to nic by nie było!!!!
Zostań moim patronem: https://patronite.pl/globstory

❤  Obejmij świat z DJI ARS (ars-online.pl)
Dziękuję za wsparcie w kupnie drona!
➡ https://ars-online.pl/dji-mavic-pro-platinum-combo.html
Bardzo ich polecam!


-----------

Muzyka pochodzi z banku muzyki dla twórców filmowych. Jeśli nie została opisana na filmie - oznacza to, że miała tytuł ""Happy Jump 5"" albo coś w tym stylu :=)

-----------

Bartek, dzięki za wsparcie i użyczenie rąk :-)",2018-03-13T18:15:44Z,24389,411,644052,1930
814dXyL7xVI,Kambodża - podejście drugie [TRAILER],"Twórzmy razem! Obejmij mnie patronatem: https://patronite.pl/globstory
Chodź na FB: https://www.facebook.com/globstory/
Chodź na Instagrama: @globstory
Centrum dowodzenia: http://globstory.pl/",2018-03-09T21:13:49Z,3047,36,80797,325
ty80C1Yzv5A,✈ O L(a)OSIE! - czyli jak się żyje w wiosce poza światem,"Twórzmy razem! Obejmij mnie patronatem: https://patronite.pl/globstory
Chodź na FB: https://www.facebook.com/globstory/
Chodź na Instagrama: @globstory
Centrum dowodzenia: http://globstory.pl/",2018-01-05T12:11:44Z,10653,171,358108,956
WVcZ_hTSOKQ,✈ Jak wygląda zwyczajne życie w Kambodży? [ENG SUBS],"Zbiórka dla Pana Pov: https://pomagamy.im/dompanapov

EDIT:
Nie umiem wyrazić jak bardzo jestem szczęśliwa, że jest tu tylu fantastycznych ludzi o wielkich sercach. Pieniądze dla Pana Pov uzbieraliście w ciągu... połowy dnia. A mieliśmy ciułać do końca stycznia. 
Brak mi słów, by wyrazić co teraz czuję, ale jestem z Was bardzo dumna i bardzo Wam wszystkim dziękuję. Również za Wasze zaufanie.
Zbiórka dalej trwa. Ile uzbieramy - tyle Pan Pov dostanie. Można je wypłacić dopiero po zakończeniu akcji.
I rozpiera mnie duma, że jego dzieci kiedyś powiedzą, że pomogli im Polacy.... Jesteście Wielcy!

Miałam te pieniądze Panu Pov przesłać, ale teraz poważnie rozważam powrót w lutym do Kambodży i przekazanie mu ich osobiście. I oczywiście podzielenia się tym z Wami filmem. Nie wiem czy to mi się logistycznie i finansowo uda... Jest jeszcze trochę czasu do tego aby to zaplanować i zorganizować.
Dziękuję Wam wszystkim. Najlepsze Mikołajki świata. 

Jeśli ktoś chce odwiedzić rodzinę Pana Pov - to tutaj:
https://www.facebook.com/pg/Bamboo-House-Mrpov-567801613609176/posts/?ref=page_internal

Proszę mu jednak na razie nie mówić, co tu się dokonało... Zrobimy mu mega niespodziankę :)))))



Chodź na FB: https://www.facebook.com/globstory/
Chodź na Instagrama: @globstory
Centrum dowodzenia: http://globstory.pl/

-----------

Muzyka:

Johannes Bornholf - A true Master
Sven Karlsson - I won't be turned",2017-12-05T01:26:26Z,11366,178,353715,1122
UCTuZrpinC0,Q&A: Podróż do Korei Płn? Czego boję się w podróżowaniu? + KONKURS,"REGULAMIN KONKURSU: http://globstory.pl/konkurs-swiateczny-fraszka-brilliant-u/

ZGŁOSZENIA KONKURSOWE: kontakt@htcu.pl
KONKURS TRWA DO: 15.12.2017


Nie ma reszty opisu, bo tu gdzie jestem strona wczytuje się 5 minut... :-)",2017-11-30T06:40:55Z,5955,81,180189,485
ZZrQUWkvLRc,✈ Tymczasem w KAMBODŻY... [ENG SUBS],"Twórzmy razem! Obejmij mnie patronatem: https://patronite.pl/globstory
Chodź na FB: https://www.facebook.com/globstory/
Chodź na Instagrama: @globstory
Centrum dowodzenia: http://globstory.pl/

Zdjęcia z drona, dzięki uprzejmości https://www.instagram.com/goliveblog/
kręcone dronem DJi Mavic Pro",2017-11-20T08:51:12Z,6455,81,229395,651
nI2xIhxR_Ho,✈ Jak wciąga BANGKOK?,"Twórzmy razem! Obejmij mnie patronatem: https://patronite.pl/globstory
Stalkuj mnie na fejsie : https://www.facebook.com/globstory/
Centrum dowodzenia: http://globstory.pl/
Instagram: @globstory",2017-11-14T13:47:45Z,9811,226,448651,637
slkJ0ZzVp9U,✈ Pogapmy się na ludzi [odc. 7 BANGKOK],"Twórzmy razem! Obejmij mnie patronatem: https://patronite.pl/globstory
Stalkuj mnie na fejsie : https://www.facebook.com/globstory/
Centrum dowodzenia: http://globstory.pl/
Instagram: @globstory

------",2017-11-13T09:49:54Z,2889,20,64009,222
wU9o4-aZ-b4,Z czego żyję i kto płaci za te podróże? :-),"Chcesz pomóc w rozwoju kanału?! Obejmij mnie patronatem: https://patronite.pl/globstory
Facebook : https://www.facebook.com/globstory/
Centrum dowodzenia: http://globstory.pl/
Instagram: @globstory
Twitter: @globstory",2017-10-24T19:02:01Z,24118,1013,1037269,1446
9ekb2ifmmNs,Czym kręcę filmy z podróży i dlaczego?,"Chcesz pomóc w rozwoju kanału?! Obejmij mnie patronatem: https://patronite.pl/globstory
Facebook : https://www.facebook.com/globstory/
Centrum dowodzenia: http://globstory.pl/
Instagram: @globstory

------

Czym kręcę filmy - post dla blogu:
http://globstory.pl/czym-krece-filmy-z-podrozy-zestaw-youtubera-podroznika/",2017-09-26T21:01:16Z,1860,47,52257,182
6n5KCXmy738,Jak obchodziliśmy trzecie urodziny kanału! [+ gość specjalny],"Twórzmy razem! Obejmij mnie patronatem: https://patronite.pl/globstory
Stalkuj mnie na fejsie : https://www.facebook.com/globstory/
Centrum dowodzenia: http://globstory.pl/
Instagram: @globstory

Kanał Jędrka :-)
OstroMOVIE  https://www.youtube.com/user/GuitarManiaac",2017-09-21T16:59:06Z,1998,34,38427,84
aMZQM-pSisM,✈ VLOG inny niż inne + jak zabija Sri Lanka 💀,"Twórzmy razem! Obejmij mnie patronatem: https://patronite.pl/globstory
Stalkuj mnie na fejsie : https://www.facebook.com/globstory/
Centrum dowodzenia: http://globstory.pl/
Instagram: @globstory

------

Jeśli ktoś poszukuje piosenki Wild Heart - Joulie Fox...
została mi ona udostępniona bezpośrednio przez autorkę - https://www.facebook.com/JoulieFox/


Gear:

Olympus OM-D M-5 mark II
Zuiko, 12-40 2,8f PRO
Zuiko 45 mm 1,8f
HTC U11",2017-08-18T08:04:09Z,10139,220,364707,850
i6wAfzoiixQ,Jak wygląda samotne podróżowanie? + KONKURS [ROZSTRZYGNIĘTY!],"Twórzmy razem! Obejmij mnie patronatem: https://patronite.pl/globstory
Stalkuj mnie na fejsie : https://www.facebook.com/globstory/
Centrum dowodzenia: http://globstory.pl/
Instagram: @globstory

REGULAMIN KONKURSU: http://globstory.pl/konkurs-przyjaciel-podrozy/

W filmie wspominam o:
► Filmie na temat braku pieniędzy na podróże: https://www.youtube.com/watch?v=pZaHePeBMEM
► Poście dotyczącym mojej niemiłej przygody w Szanghaju: http://globstory.pl/jak-nie-dac-sie-oszukac-w-szanghaju/


------

Gear:

Film powstał we współpracy z HTC :-)
Mój telefon HTCU11:
► https://www.ceneo.pl/52356013#crid=124496&pid=12145 

Olympus OM-D M-5 mark II
Zuiko, 12-40 2,8f PRO
Zuiko 45 mm 1,8f",2017-08-10T07:21:22Z,5069,92,160414,344
WHCQIDRIXDI,✈ Jak wytresować słonia? [ENG SUBS],"Twórzmy razem! Obejmij mnie patronatem: https://patronite.pl/globstory
Stalkuj mnie na fejsie : https://www.facebook.com/globstory/
Centrum dowodzenia: http://globstory.pl/
Instagram: @globstory

------
Muzyka:
Cospe - Spring Colour :-)

Gear:
Olympus OM-D M-5 mark II
Zuiko, 12-40 2,8f PRO
Zuiko 45 mm 1,8f
Zuiko 40 - 150 PRO 1,8f",2017-07-29T23:11:56Z,4263,63,76155,398
8ZUwiW3doFs,Sri Lanka - zwiastun nowej serii,"Twórzmy razem! Obejmij mnie patronatem: https://patronite.pl/globstory
Stalkuj mnie na fejsie : https://www.facebook.com/globstory/
Centrum dowodzenia: http://globstory.pl/
Instagram: @globstory

------

Gear:
Olympus OM-D M-5 mark II
Zuiko, 12-40 2,8f PRO
Zuiko 45 mm 1,8f
+ phone :)",2017-07-22T21:02:59Z,2660,21,65095,193
I6gFRo7GrIw,✈ Dziewczyna sama na Kubie [jak jest w dżungli] vlog podróżniczy 2/2,"Twórzmy razem! Obejmij mnie patronatem: https://patronite.pl/globstory
Stalkuj mnie na fejsie : https://www.facebook.com/globstory/
Centrum dowodzenia: http://globstory.pl/
Instagram: @globstory


Czołówka: 
Charakteryzacja: Make up by Utnicka - https://www.youtube.com/watch?v=qvLKLLhCFWQ
Produkcja: No Limits FX Studio
https://www.facebook.com/NoLimitsfx/
Muzyka: Dźwięk Owiec
http://www. facebook.com/dzwiekowiec 
------

Gear:
Olympus OM-D M-5 mark II
Zuiko, 12-40 2,8f PRO
Zuiko 45 mm 1,8f
+ phone :)",2017-06-09T23:34:38Z,9585,81,209445,519
yZ5djXj9yxQ,✈ Dziewczyna sama na Kubie [vlog + lifehacki podróżnicze] 1/2,"Twórzmy razem! Obejmij mnie patronatem: https://patronite.pl/globstory
Stalkuj mnie na fejsie : https://www.facebook.com/globstory/
Centrum dowodzenia: http://globstory.pl/
Instagram: @globstory


Czołówka: 
Charakteryzacja: Make up by Utnicka - https://www.youtube.com/watch?v=qvLKLLhCFWQ
Produkcja: No Limits FX Studio
https://www.facebook.com/NoLimitsfx/
Muzyka: Dźwięk Owiec
http://www. facebook.com/dzwiekowiec 
------

Gear:
Olympus OM-D M-5 mark II
Zuiko, 12-40 2,8f PRO
Zuiko 45 mm 1,8f
+ phone :)",2017-05-30T20:09:42Z,5145,85,240513,378
TO0jmDaNzbs,✈ Amerykańskie samochody na Kubie - czyli carporn [ENG SUBS],"Twórzmy razem! Obejmij mnie patronatem: https://patronite.pl/globstory
Stalkuj mnie na fejsie : https://www.facebook.com/globstory/
Centrum dowodzenia: http://globstory.pl/
Instagram: @globstory


Tłumaczenie na angielski: Katarzyna Cebula
------

Gear:
Olympus OM-D M-5
Zuiko, 12-40 2,8f PRO
Zuiko 45 mm 1,8f
+ phone :)",2017-05-21T08:49:34Z,2154,10,43994,151
JX4XTHzhKyI,Making of: Jak powstała czołówka karaibska z J.Sparrowem i MAKE UP BY UTNICKA :),"Klaudia jest tutaj:
Kanał Make up by Utnicka: https://www.youtube.com/user/makeupbyutnicka
Facebook: https://www.facebook.com/makeupbyutnicka/
Instagram: https://www.instagram.com/makeupbyutnicka/

Wielkie podziękowanie za produckję dla Michała Szymczaka i Krzysia z No Limits FX Studio
https://www.facebook.com/NoLimitsfx/?fref=ts

Muzyka: Dźwięk Owiec
http://www. facebook.com/dzwiekowiec 


____________________


Twórzmy razem! Obejmij mnie patronatem: https://patronite.pl/globstory
Stalkuj mnie na fejsie : https://www.facebook.com/globstory/
Centrum dowodzenia: http://globstory.pl/
Instagram: @globstory
Snapchat: @globstory",2017-05-14T07:20:39Z,1866,20,43859,90
TxmsR7Q3AjI,✈ Dwulicowa Kuba - czyli czego nie widzisz na wakacjach [ENG SUBS],"Twórzmy razem! Obejmij mnie patronatem: https://patronite.pl/globstory
Stalkuj mnie na fejsie : https://www.facebook.com/globstory/
Centrum dowodzenia: http://globstory.pl/
Instagram: @globstory
Snapchat: @globstory


Czołówka: 
Charakteryzacja: Make up by Utnicka - https://www.youtube.com/watch?v=qvLKLLhCFWQ
Produkcja: No Limits FX Studio
https://www.facebook.com/NoLimitsfx/
Muzyka: Dźwięk Owiec
http://www. facebook.com/dzwiekowiec 

Tłumaczenie na angielski: Aneta Ostrowska

Zdjęcia, montaż, story: Ja :-)
Film współfinansowany przez Patronów - widzów Globstory :-) 


------

Gear:
Olympus OM-D M-5
Zuiko, 12-40 2,8f PRO
Zuiko, 45 mm, 1,8f
+ phone :)",2017-05-13T19:25:46Z,7261,153,378911,446
Pngh3_a_Gh4,✈ KUBA - Zwiastun nowej serii [ENG SUBS],"Twórzmy razem! Obejmij mnie patronatem: https://patronite.pl/globstory
Stalkuj mnie na fejsie : https://www.facebook.com/globstory/
Centrum dowodzenia: http://globstory.pl/
Instagram: @globstory
Snapchat: @globstory


------

Gear:
Olympus OM-D M-5
Zuiko, 12-40 2,8f PRO
+ phone :)",2017-05-01T16:21:16Z,2356,10,75721,190
lSsPmQkZ3oU,Nieporadnik: Jak robić filmy z podróży? (dla bardzo początkujących),"Twórzmy razem! Obejmij mnie patronatem: https://patronite.pl/globstory
Stalkuj mnie na fejsie : https://www.facebook.com/globstory/
Centrum dowodzenia: http://globstory.pl/
Instagram: @globstory
Snapchat: @globstory

Muzyka do czołówki: Michał Truong 
http://www. facebook.com/dzwiekowiec

-----------------------------------


Sprzęt 1:07

2:45 Jak wybrać aparat point&shoot?
5:18 Jak wybrać lustrzankę?
7:09 Czym różnią się obiektywy?
10:30 Czy warto inwestować w aparat, który kręci w 4K?
11:20 Czy warto inwestować w mikrofon?
12:06 Dlaczego warto inwestować w statyw?

Kręcenie 13:09

13:11 Jak ustawić aparat?
15:15 Jakie są podstawowe zasady kadrowania (ludzie)?
17:45 Jak są podstawowe zasady kadrowania (wszystko inne)?

Montaż 21:35

21:51 Jak wybrać program do montowania?
23:30 Jak nauczyć się montażu?
25:56 Jak dobrać muzykę do filmu?
27:39 Skąd wziąć muzykę do filmu?

Story 28:31",2017-03-14T09:59:09Z,2977,49,80080,262
pZaHePeBMEM,✈ Podróże dla spłukanych i zapracowanych (vlog z Grecją w tle),"Twórzmy razem! Obejmij mnie patronatem: https://patronite.pl/globstory
Stalkuj mnie na fejsie : https://www.facebook.com/globstory/
Centrum dowodzenia: http://globstory.pl/
Instagram: @globstory
Snapchat: @globstory

Muzyka do czołówki: Michał Truong 
http://www. facebook.com/dzwiekowiec",2017-02-21T08:00:06Z,10914,234,397632,611
wPqg1YWfwRs,✈ O piciu (i innych przyjemnościach) po gruzińsku [ENG SUBS - tomorrow :)],"Twórzmy razem! Obejmij mnie patronatem: https://patronite.pl/globstory
Stalkuj mnie na fejsie : https://www.facebook.com/globstory/
Centrum dowodzenia: http://globstory.pl/
Snapchat: globstory

Muzyka do czołówki: Michał Truong 
http://www. facebook.com/dzwiekowiec

Muzyka z filmu:
info i mp3 na blogu - http://globstory.pl/?p=712
--------------------------------------------------------------------

Villa Opera (najlepszy hostel w Gruzji - sprawdziłam 4 :))
https://www.facebook.com/Opera-Hostel-in-Tbilisi-Georgia-176140279111607/?ref=modal_page_invite_in_message

Jeepy w Gruzji:
https://www.facebook.com/JeepClubGeorgia/

Hostel Georgianize Yourself w Kutaisi:
https://www.facebook.com/GeorgianizeYourself/?fref=ts

Specjalne podziękowania dla Canon Polska, za wypożeczenie sprzętu na wyprawę do serii gruzińskiej.

Kręciłam:
- Canon 750D
- Canon G7X
- GoPro 4",2017-01-23T08:38:19Z,7758,69,186674,274
_36gPAb2eOc,✈ Gruzja po sezonie / Georgia off season [ENG SUBS],"Twórzmy razem! Obejmij mnie patronatem: https://patronite.pl/globstory
Stalkuj mnie na fejsie : https://www.facebook.com/globstory/
Centrum dowodzenia: http://globstory.pl/
Snapchat: globstory

Muzyka do czołówki: Michał Truong 
http://www. facebook.com/dzwiekowiec

Muzyka z filmu:
https://www.youtube.com/watch?v=4LSF6KZLZWA&index=2&list=LL4ADK57DRGhb6aVOF0Y7GLg

--------------------------------------------------------------------

Villa Opera (najlepszy hostel w Gruzji - sprawdziłam 4 :))
https://www.facebook.com/Opera-Hostel-in-Tbilisi-Georgia-176140279111607/?ref=modal_page_invite_in_message

Jeepy w Gruzji:
https://www.facebook.com/JeepClubGeorgia/

Specjalne podziękowania dla Canon Polska, za wypożeczenie sprzętu na wyprawę do serii gruzińskiej.

Kręciłam:
- Canon 750D
- Canon G7X
- GoPro 4",2017-01-09T08:39:29Z,8436,225,379110,576
CWKvVUc04bA,✈ Turystyka nuklearna - czyli Czarnobyl komercyjny,"Twórzmy razem! Obejmij mnie patronatem: https://patronite.pl/globstory
Stalkuj mnie na fejsie : https://www.facebook.com/globstory/
Centrum dowodzenia: http://globstory.pl/
Snapchat: globstory

Muzyka do czołówki: Michał Truong 
http://www. facebook.com/dzwiekowiec",2016-11-28T19:47:27Z,3272,41,91754,182
HQqUwvrgywQ,Q&A: Kiedy film? Co słychać w Polsce? Czy żyję z Youtube?,"Twórzmy razem! Obejmij mnie patronatem: https://patronite.pl/globstory
Stalkuj mnie na fejsie : https://www.facebook.com/globstory/
Centrum dowodzenia: http://globstory.pl/
Instagram: http://instagram.com/globstory
My music channel: https://www.youtube.com/user/Floegirl
Twitter: @globstory


Muzyka do czołówki: Michał Truong 
http://www. facebook.com/dzwiekowiec


---------


1:00 Dlaczego zdecydowałaś sia podróże, nie bałaś się jeździć do tak odległych zakątków świata?
2:19 W ilu krajach już byłaś?
2:29 Jakie jest najpiękniejsze miejsce, które do tej pory odwiedziłaś?
3:49 Jak na Twoje podróże reaguje rodzina?
5:17 Z jakimi obywatelami kraju najlepiej Ci się dogadywało?
5:50 Wolisz podróżować sama czy z kimś?
6:35 Jak wybierasz kolejne destynacje?
7:10 + 9:45 Czego nauczyły Cię podróże, a co utraciłaś?
9:06  Jaki kraj najbardziej chciałabyś odwiedzić?
10:32 Jak Twoje podróże wpłynęły na Twój światopogląd?
10:56 Jakie podejście mają muzułmanki do burek?
12:06 Czy planujesz powrót do Polski/Turcji? Gdzie teraz jesteś? Co słychać?
13:22 !!! Gdzie pracujesz? Czy utrzymujesz się tylko z bloga i podróżowania? (Kiedy filmik?)
19:46 Czy nadal masz chłopaka Turka?
20:30 Czy zdarzyło Ci się kiedyś doświadczyć hejtu związanego z chłopakiem Turkiem poza internetem?
22:06 Czy planujesz rodzinę i stabilizację? Czy planujesz podróżowanie z dzieckiem?
22:54 Ile masz lat?
23:24 Kolekcjonujesz coś?
23:48 Jeszcze nikogo nie zabiłaś dlatego, że jesteś spokojną osobą czy raczej jak reszta, bo karalne?
24:26 Kiedy filmik i co z kanałem? ",2016-11-12T20:00:07Z,3447,63,97645,419
McZQam2zHJg,✈ Przez Iran z Hamidem (vlog) [ENG SUBS],"Twórzmy razem! Obejmij mnie patronatem: https://patronite.pl/globstory
Stalkuj mnie na fejsie : https://www.facebook.com/globstory/
Centrum dowodzenia: http://globstory.pl/
Instagram: http://instagram.com/globstory
Twitter: @globstory

Muzyka do czołówki: Michał Truong 
http://www. facebook.com/dzwiekowiec

Special thanks to Hamid, without whom this serie would not be possible, who literally was a co-producer (bardzo polecam Jego Insta):
https://www.instagram.com/zero_point_art/?hl=pl


Info o muzyce pojawi się niebawem :)",2016-10-16T12:53:31Z,4836,100,198145,570
xsWPSvDpiE8,"✈ Iran: co się je, jak się mieszka [ENG SUBS]","Twórzmy razem! Obejmij mnie patronatem: https://patronite.pl/globstory
Stalkuj mnie na fejsie : https://www.facebook.com/globstory/
Centrum dowodzenia: http://globstory.pl/
Instagram: http://instagram.com/globstory
Twitter: @globstory

Muzyka do czołówki: Michał Truong 
http://www. facebook.com/dzwiekowiec

Special thanks to Hamid, without whom this serie would not be possible, who literally was a co-producer (bardzo polecam Jego Insta):
https://www.instagram.com/zero_point_art/?hl=pl",2016-10-04T11:41:33Z,3876,107,257458,242
_DIKBN3ZUDw,Irańska gościnność [Iranian hospitality ENG SUBS],"Twórzmy razem! Obejmij mnie patronatem: https://patronite.pl/globstory
Stalkuj mnie na fejsie : https://www.facebook.com/globstory/
Centrum dowodzenia: http://globstory.pl/
Instagram: http://instagram.com/globstory

Muzyka do czołówki: Michał Truong 
http://www. facebook.com/dzwiekowiec

Special thanks to Hamid, without whom this serie would not be possible, who literally was a co-producer (bardzo polecam Jego Insta):
https://www.instagram.com/zero_point_art/?hl=pl",2016-09-28T15:10:36Z,7036,149,279041,625
r7eqKhBteGM,✈ Jak jest w Iranie? [How is it in Iran? ENG SUBS],"Twórzmy razem! Obejmij mnie patronatem: https://patronite.pl/globstory
Stalkuj mnie na fejsie : https://www.facebook.com/globstory/
Centrum dowodzenia: http://globstory.pl/
Instagram: http://instagram.com/globstory

Muzyka do czołówki: Michał Truong 
http://www. facebook.com/dzwiekowiec

Special thanks to Hamid, without whom this serie would not be possible, who literally was a co-producer (bardzo polecam Jego Insta):
https://www.instagram.com/zero_point_art/?hl=pl




Dlaczego ja tak bronię tego Islamu? Co za propagandę sieję filmami o Bliskim Wschodzie? Kto mi za to płaci i jaki mam w tym interes? 
Zapraszam :) - http://globstory.pl/?p=603",2016-09-25T16:18:25Z,14839,1857,1012831,2254
o-kYcvDWSgw,PORTO w pigułce [ENG Subs],"Twórzmy razem! Obejmij mnie patronatem: https://patronite.pl/globstory
Stalkuj mnie: https://www.facebook.com/globstory/
Centrum dowodzenia: http://globstory.pl/
Instagram: http://instagram.com/globstory

Dziękuję partnerom odcinka!

TRIVAGO: http://www.trivago.pl/?&cip=48110036120101&cip_tc=porto1_video

Pierwszą scenę, nagrałam stojąc przed hotelem Grande hotel do Porto: http://www.grandehotelporto.com/en/
Bardzo polecam!

--------------------------------------------------------------

Muzyka do czołówki: Michał Truong 
http://www. facebook.com/dzwiekowiec


----------------------------------------------------------------------------------",2016-09-01T19:03:12Z,2580,45,135510,102
LU921r3nxEg,Nieporadnik: Czym kręcę i jak montuję filmy na Youtube?,"Twórzmy razem! Obejmij mnie patronatem: https://patronite.pl/globstory
Stalkuj mnie na fejsie : https://www.facebook.com/globstory/
Centrum dowodzenia: http://globstory.pl/
Instagram: http://instagram.com/globstory

Muzyka do czołówki: Michał Truong 
http://www. facebook.com/dzwiekowiec",2016-09-11T19:05:21Z,1099,27,32555,95
Oyxjlo0dp5U,Samotne podróżowanie i portugalska prowincja [ENG SUBS],"Twórzmy razem! Obejmij mnie patronatem: https://patronite.pl/globstory
Stalkuj mnie: https://www.facebook.com/globstory/
Centrum dowodzenia: http://globstory.pl/
Instagram: http://instagram.com/globstory

Dziękuję partnerom odcinka!

TRIVAGO: http://www.trivago.pl/?&cip=48110036120101&cip_tc=porto2_video

Hotel Douro Royal Valley: 
http://www.douroroyal.com/en/Menu/Home.aspx



--------------------------------------------------------------

Muzyka do czołówki: Michał Truong 
http://www. facebook.com/dzwiekowiec


----------------------------------------------------------------------------------",2016-08-29T13:30:22Z,2754,29,79114,207
R9pyDn1NCKQ,Pogapmy się na ludzi - [odc.6 PORTO] ENG SUBS,"Twórzmy razem! Obejmij mnie patronatem: https://patronite.pl/globstory
Stalkuj mnie: https://www.facebook.com/globstory/
Centrum dowodzenia: http://globstory.pl/
Instagram: http://instagram.com/globstory

Dziękuję partnerom odcinka!

TRIVAGO: http://www.trivago.pl/?&cip=48110036120101&cip_tc=porto1_video

Pierwszą scenę, z tym pięknym widokiem na miasto, nagrałam stojąc na tarasie hotelu Grande hotel do Porto: http://www.grandehotelporto.com/en/
Bardzo polecam!

--------------------------------------------------------------

Muzyka do czołówki: Michał Truong 
http://www. facebook.com/dzwiekowiec


----------------------------------------------------------------------------------",2016-08-24T13:11:31Z,1794,12,49708,109
HwOuirdXbHk,Życie codzienne pszczół,"Twórzmy razem! Obejmij mnie patronatem: https://patronite.pl/globstory
Polubimy się? : https://www.facebook.com/globstory/
Centrum dowodzenia: http://globstory.pl/
Instagram: http://instagram.com/globstory

Pszczoły i strony Tomka:
http://miodemslodzone.pl/
FB: https://www.facebook.com/Miodemslodzone/



----------------------------------------------------------------------------------


Muzyka do czołówki: Michał Truong 
http://www. facebook.com/dzwiekowiec",2016-08-02T12:10:34Z,1228,7,30995,63
chEw0HhO5oM,Pogapmy się na ludzi - [odc.5 WARSZAWA],"Twórzmy razem! Obejmij mnie patronatem: https://patronite.pl/globstory
Polubimy się? : https://www.facebook.com/globstory/
Centrum dowodzenia: http://globstory.pl/
Instagram: http://instagram.com/globstory

Muzyka do czołówki: Michał Truong 
http://www. facebook.com/dzwiekowiec


----------------------------------------------------------------------------------


Muzyka:

Yoga Terror - Violence FM
https://www.facebook.com/terroryoga/
https://www.youtube.com/watch?v=tA-pHxTOaHk

Ice Cream Dreams by Jeris (c) copyright 2012 Licensed under a Creative Commons Attribution Noncommercial  (3.0) license. http://dig.ccmixter.org/files/VJ_Memes/35612 Ft: leza2unes",2016-07-29T09:15:28Z,2540,33,82227,211
nVNqqWQINTk,VLOG: Sama w Kijowie,"Twórzmy razem! Obejmij mnie patronatem: https://patronite.pl/globstory
Polubimy się? : https://www.facebook.com/globstory/
Centrum dowodzenia: http://globstory.pl/
Instagram: http://instagram.com/globstory

Muzyka do czołówki: Michał Truong 
http://www. facebook.com/dzwiekowiec


Muzyk z ulicy :)
https://www.facebook.com/edgarvinnitsky/
-------------------------------",2016-07-17T23:49:25Z,5520,164,208099,353
VljlX2FFawA,KIJÓW w pigułce [ENG Subs],"Polubimy się? : https://www.facebook.com/globstory/
Centrum dowodzenia: http://globstory.pl/
Instagram: http://instagram.com/globstory

Muzyka do czołówki: Michał Truong 
http://www. facebook.com/dzwiekowiec

-------------------------------

Dziękuję za pomoc!

TRIVAGO.PL
http://www.trivago.pl/?&cip=48110036120101&cip_tc=kiev_video2

Hotel Radisson Blu 
https://www.radissonblu.com/en/hotel-kiev

Hotel Radisson Blu - Podil
 https://www.radissonblu.com/en/hotel-kyiv-podil


------------------------------

Muzyka
https://anchorhill.bandcamp.com/track/melting-pot-feat-the-polish-ambassador-and-kirtaniyas-free-download",2016-07-12T22:00:03Z,1704,55,71093,107
